"AddressID";"AddressLine1";"AddressLine2";"City";"StateProvinceID";"PostalCode";"rowguid";"ModifiedDate"
52;"4231 Spar Court";null;"Snohomish";79;"98296";0x011480193F91FA45A7D38573F35202E7;21/02/1999 00:00:00
53;"1285 Greenbrier Street";null;"Snohomish";79;"98296";0x942B8ED0C3FFF644B926ECD76F0360F6;29/01/1999 00:00:00
54;"5724 Victory Lane";null;"Snohomish";79;"98296";0x1B27B2AEE9A94E45B04B8A3B91014463;01/03/2000 00:00:00
55;"591 Merriewood Drive";null;"Snohomish";79;"98296";0x684631ABCDEA40449832CCCF2B187078;20/03/1999 00:00:00
56;"3114 Notre Dame Ave.";null;"Snohomish";79;"98296";0xE59CA2E7C67E644E94800C166297B6A5;31/01/1998 00:00:00
57;"7230 Vine Maple Street";null;"Snohomish";79;"98296";0x5EE85F2C6E796646B4499CFDFA870058;23/02/1999 00:00:00
58;"2601 Cambridge Drive";null;"Snohomish";79;"98296";0x02816644933C0540BAABE14D351D1522;06/01/1999 00:00:00
59;"2115 Passing";null;"Snohomish";79;"98296";0x903F9277CDFCAE408C5152A2267A5A61;01/01/1999 00:00:00
60;"4852 Chaparral Court";null;"Snohomish";79;"98296";0x7AD25754B352504187EA96B42645AB01;26/01/2000 00:00:00
61;"7726 Driftwood Drive";null;"Monroe";79;"98272";0x013E370799BD5A40996AAB68984423C3;24/07/1996 00:00:00
62;"3841 Silver Oaks Place";null;"Monroe";79;"98272";0x03A01A850F2D6541A54BA13D9B86924A;29/12/1998 00:00:00
63;"9652 Los Angeles";null;"Monroe";79;"98272";0x1ECC31E0823E3843B5905FE91242DEFF;28/02/1999 00:00:00
64;"4566 La Jolla";null;"Monroe";79;"98272";0x68CFEF39CA25414B9882A91F8FC2EC62;09/02/1999 00:00:00
65;"1356 Grove Way";null;"Monroe";79;"98272";0xAD93EDC956FE9E4A86D0E53DB70DB0CC;18/03/1999 00:00:00
66;"4775 Kentucky Dr.";"Unit E";"Monroe";79;"98272";0xDD7628460CB39B4EA0AD67A0E14986C6;27/06/2004 00:00:00
67;"4734 Sycamore Court";null;"Monroe";79;"98272";0x36BCA0F66E9C9543A7D58F31AD3775F4;21/01/1999 00:00:00
68;"896 Southdale";null;"Monroe";79;"98272";0x65C7F6BFEAA8404F9C8743C8829EB396;30/03/1999 00:00:00
69;"2275 Valley Blvd.";null;"Monroe";79;"98272";0xFC8729194BCA1A428EA952ED8EED3D32;15/02/1999 00:00:00
70;"1792 Belmont Rd.";null;"Monroe";79;"98272";0xE99D655F313AD541BB92EA0D34486C83;03/01/1999 00:00:00
71;"5734 Ashford Court";null;"Monroe";79;"98272";0xD1EDD05C4178C949AEBB69ED1CD2989C;16/03/1998 00:00:00
72;"5030 Blue Ridge Dr.";null;"Monroe";79;"98272";0xD31C71517C946646882FA50943E12339;10/03/1999 00:00:00
73;"158 Walnut Ave";null;"Monroe";79;"98272";0x2494D52AFCB8574982F762C11DD89235;11/03/1999 00:00:00
74;"8310 Ridge Circle";null;"Monroe";79;"98272";0xDB0F7882F58D344399942D306ECC73E1;01/01/1999 00:00:00
75;"3747 W. Landing Avenue";null;"Monroe";79;"98272";0xB04A5205964670468D2F580B6A5DF760;01/04/1999 00:00:00
76;"2598 La Vista Circle";null;"Duvall";79;"98019";0x40F16136E98D814CA54E661E6C61A801;07/03/1999 00:00:00
77;"9693 Mellowood Street";null;"Duvall";79;"98019";0x623A3BC861357843B307540451AC23BD;23/03/1998 00:00:00
78;"1825 Corte Del Prado";null;"Duvall";79;"98019";0xEAD7F88662AF354A8FC64278BCA608F1;28/01/1999 00:00:00
79;"5086 Nottingham Place";null;"Duvall";79;"98019";0x583039831C231E4D863A88385D126810;18/02/2000 00:00:00
80;"3977 Central Avenue";null;"Duvall";79;"98019";0x1EADA730F078044F83EE2CD1C37D59A5;06/03/1999 00:00:00
81;"8209 Green View Court";null;"Duvall";79;"98019";0x8A4CAE4122197A42B66F3779639B0F42;23/03/2000 00:00:00
82;"8463 Vista Avenue";null;"Duvall";79;"98019";0xA51EAEC23C4F3C4188104185EE46BB96;25/03/1999 00:00:00
83;"5379 Treasure Island Way";"# 14";"Duvall";79;"98019";0x7BA329F2D9C84A4E99BB4D12715A2F5E;08/03/1999 00:00:00
84;"3421 Bouncing Road";null;"Duvall";79;"98019";0x4703B183DC085E4E8A9460DEB34D92A7;02/01/1999 00:00:00
85;"991 Vista Verde";null;"Duvall";79;"98019";0x9804AB8E64EB804FAEDECA3735D4C097;05/03/1999 00:00:00
86;"390 Ridgewood Ct.";null;"Carnation";79;"98014";0x36D1FBDAC25A164F8D822BFFFD60B7A7;21/01/1999 00:00:00
87;"1411 Ranch Drive";null;"Carnation";79;"98014";0x1265ADB7809BDB4F8EBBB9934B211CEA;10/03/1999 00:00:00
88;"9666 Northridge Ct.";null;"Carnation";79;"98014";0x3A6D31FDF510D7418CD97B1EAA851223;02/01/1999 00:00:00
89;"3074 Arbor Drive";null;"Carnation";79;"98014";0xBE2F8EBFC01B434697642903C86438EC;15/01/1999 00:00:00
90;"9752 Jeanne Circle";null;"Carnation";79;"98014";0x7FD58255569E154D8633633206D2A182;10/02/2000 00:00:00
91;"7166 Brock Lane";null;"Seattle";79;"98104";0xC52597213725DB45879DCE160729EECE;16/01/1999 00:00:00
92;"7126 Ending Ct.";null;"Seattle";79;"98104";0xCBAEDCDEB41941449BBBBC758329F406;19/01/1998 00:00:00
93;"4598 Manila Avenue";null;"Seattle";79;"98104";0xDF35840543112149A47EFD02E7F05EA7;01/03/2000 00:00:00
94;"5666 Hazelnut Lane";null;"Seattle";79;"98104";0x53EF331046123048878C516D4697ED8B;28/03/1999 00:00:00
95;"1220 Bradford Way";null;"Seattle";79;"98104";0xD77074EFCED3304EAE816E1F7752134E;09/01/1999 00:00:00
96;"5375 Clearland Circle";null;"Seattle";79;"98104";0x2BEA57EFFD15874890DC77EC79AE67E9;05/02/1999 00:00:00
97;"2639 Anchor Court";null;"Seattle";79;"98104";0x0D0B3D9CB3E39646B0EBA90356CB8ACC;11/04/1998 00:00:00
98;"502 Alexander Pl.";null;"Seattle";79;"98104";0x8275D6B380A1AD42BE0DE8FAC4080354;26/02/1999 00:00:00
99;"5802 Ampersand Drive";null;"Seattle";79;"98104";0xBAC17C139A082D4E91BF7480802A7E00;01/02/1999 00:00:00
100;"5125 Cotton Ct.";null;"Seattle";79;"98104";0x20CC6BABD367264ABA02CDC917C2DEE4;07/03/1999 00:00:00
101;"3243 Buckingham Dr.";"# 207";"Seattle";79;"98104";0xAB791F0FA1546C4CBEB7E476E8521599;19/03/1999 00:00:00
102;"3029 Pastime Dr";"# 2";"Seattle";79;"98104";0x8DCA775ED47272458F881A1A5A7969F0;05/02/1999 00:00:00
103;"9537 Ridgewood Drive";null;"Seattle";79;"98104";0x497B6F9009E6CB429BF5ED5C043D166C;08/03/2000 00:00:00
104;"9964 North Ridge Drive";null;"Seattle";79;"98104";0x3509563B49AD8D459C583D09C4B1EC3E;02/03/1999 00:00:00
105;"1619 Stillman Court";null;"Seattle";79;"98104";0xBEAA7B3A65A2DE4386E1CFE6EA60E3B0;20/01/1999 00:00:00
106;"2144 San Rafael";null;"Seattle";79;"98104";0x902AD8E0E8FAA943A98D4F6512E57709;06/02/1999 00:00:00
107;"7403 N. Broadway";null;"Seattle";79;"98104";0xD99DFEC96768FC449C5A07DBC9CA6F7F;02/02/1999 00:00:00
108;"7842 Ygnacio Valley Road";null;"Seattle";79;"98104";0x4E060066210B5D4085C46A5E1E41771D;11/01/1999 00:00:00
109;"874 Olivera Road";null;"Seattle";79;"98104";0xE1AA68F8CBDA064688C4EB07F4492629;27/03/2000 00:00:00
110;"1064 Slow Creek Road";null;"Seattle";79;"98104";0xA1D44A18B8451049A2B2A9E2A658B07C;09/01/1999 00:00:00
111;"77 Birchwood";null;"Seattle";79;"98104";0x423B7EC248154C40B104F765CF42C068;28/02/1999 00:00:00
112;"7765 Sunsine Drive";null;"Seattle";79;"98104";0x7A16E9405BDB4B4D9B57F5030A37EA4C;23/03/1999 00:00:00
113;"1102 Ravenwood";null;"Seattle";79;"98104";0x3D57128AC2D7044CBBB1A2F050626670;16/01/2000 00:00:00
114;"1398 Yorba Linda";null;"Seattle";79;"98104";0x51A52CC39E34FD42AB0B6170E7F0B516;12/03/1999 00:00:00
115;"4948 West 4th St";null;"Seattle";79;"98104";0x21D4CBE7D2FF424AA14367DA8558CC03;17/03/1999 00:00:00
116;"8290 Margaret Ct.";null;"Seattle";79;"98104";0x47AB4FDB99EDB04590643AA30F94D74D;11/02/1999 00:00:00
117;"426 San Rafael";null;"Seattle";79;"98104";0x8E50855C3BC1F249A2600A0825ED9B81;12/03/1999 00:00:00
118;"136 Balboa Court";null;"Seattle";79;"98104";0xFA5BD3E8AE252E42B9E91D4F4AEA18CC;26/01/1999 00:00:00
119;"7439 Laguna Niguel";null;"Seattle";79;"98104";0xE3809BE07FDDD54DA9303F1DEE324F48;30/12/1998 00:00:00
120;"6498 Mining Rd.";null;"Seattle";79;"98104";0x529883FB2690744CA7F2E53030B7A434;12/03/1999 00:00:00
121;"6578 Woodhaven Ln.";null;"Seattle";79;"98104";0x89AAEA84B6FD2B49AD9676793872C81B;28/12/1998 00:00:00
122;"2354 Frame Ln.";null;"Seattle";79;"98104";0x110DB028B06718488B3A1CFD2FF6169D;19/01/2000 00:00:00
123;"6843 San Simeon Dr.";null;"Seattle";79;"98104";0xF520CE277067CC4D9B57EC895A745553;27/02/1999 00:00:00
124;"7616 Honey Court";null;"Seattle";79;"98104";0x1B82856A541EE741BB1025FEAF5A63E8;06/01/1999 00:00:00
125;"931 Corte De Luna";null;"Seattle";79;"98104";0xC7619D2C8521C345B20E04AB9CADFF7A;09/01/1999 00:00:00
126;"7594 Alexander Pl.";null;"Seattle";79;"98104";0x5077D1FA33D952439C7C2FC1378ED1A6;11/01/1999 00:00:00
127;"7127 Los Gatos Court";null;"Seattle";79;"98104";0x8CB44856834A1E49A4C1EDCBB199C0FD;31/12/1998 00:00:00
128;"8656 Lakespring Place";null;"Seattle";79;"98104";0x2B9D88E75EAE374BAB7BCF28187A3114;06/02/2000 00:00:00
129;"5025 Holiday Hills";null;"Seattle";79;"98104";0x03BDD59449695D40B0DF7AC5F278081F;27/01/1999 00:00:00
130;"5376 Catanzaro Way";null;"Seattle";79;"98104";0x017F7CAD83B2F141B8F13AEBFE50FD18;29/03/1999 00:00:00
131;"504 O St.";null;"Edmonds";79;"98020";0xE0BE58E8AD02AB4BBC2B6A66DD046E7B;04/03/1998 00:00:00
132;"6870 D Bel Air Drive";null;"Edmonds";79;"98020";0x306A31AB6B9D6F4B915C616F6ABD7092;09/03/2000 00:00:00
133;"8152 Claudia Dr.";null;"Edmonds";79;"98020";0x38C7BA7BB1C11B41B3082054A5E1F55F;06/02/1999 00:00:00
134;"6057 Hill Street";null;"Edmonds";79;"98020";0x8C9AF6B04E1C414AA7100BB1865D85AA;16/01/1999 00:00:00
135;"2812 Mazatlan";null;"Edmonds";79;"98020";0xA96652E517FB9F41970DF96EE2E91F7B;23/03/1999 00:00:00
136;"172 Turning Dr.";null;"Edmonds";79;"98020";0x816BC9379C2E4D4DBEAE44ABA1854C47;13/01/1999 00:00:00
137;"9784 Mt Etna Drive";null;"Edmonds";79;"98020";0x486726E6056E6C418FF9BEB5C8B15323;17/01/1999 00:00:00
138;"2059 Clay Rd";null;"Edmonds";79;"98020";0x3B1158A184AC894A8903A6DD5F10CE82;29/01/1999 00:00:00
139;"2687 Ridge Road";null;"Edmonds";79;"98020";0xAB72B025F7171C4CA13AACD309BBAA61;14/02/1999 00:00:00
140;"371 Apple Dr.";null;"Edmonds";79;"98020";0xD321FA882325F14CBCFD151E734F8961;08/02/1999 00:00:00
141;"3281 Hillview Dr.";null;"Edmonds";79;"98020";0x4AC2E0ACB695084FB2231A39C64E9051;11/01/1999 00:00:00
142;"2080 Sycamore Drive";null;"Edmonds";79;"98020";0x0DE04185A88D9B42912EB7E854747A00;29/01/1999 00:00:00
143;"7511 Cooper Dr.";null;"Edmonds";79;"98020";0x4A09D5A623E5A845ABE50AFC2E7B6FC1;19/03/2000 00:00:00
144;"9825 Coralie Drive";null;"Edmonds";79;"98020";0x49F96C7105C05542AE10A36A0E905FA2;07/02/1999 00:00:00
145;"8411 Mt. Orange Place";null;"Edmonds";79;"98020";0x823305F7F1C9BF45A0BD878FE976208F;13/01/1999 00:00:00
146;"207 Berry Court";null;"Edmonds";79;"98020";0xA1FE74B3B5C33747A1A4190997E961DF;04/02/1999 00:00:00
147;"1061 Buskrik Avenue";null;"Edmonds";79;"98020";0xB366B3693E53154F9D75588789548DD0;02/04/1999 00:00:00
148;"3632 Bank Way";null;"Edmonds";79;"98020";0xC18A7B0F60A67E44AAD4A0048DA3CD47;19/03/2000 00:00:00
149;"3026 Anchor Drive";null;"Edmonds";79;"98020";0x4BB7FE0B4D80034AB94D5812F3DF69A8;23/02/2000 00:00:00
150;"7338 Green St.";null;"Edmonds";79;"98020";0x07A6D9A1E3D802449C5C03D1131ED99B;23/03/1999 00:00:00
151;"2038 Encino Drive";null;"Edmonds";79;"98020";0xAF24CA08D010C64A8E70A6387ECDB91B;25/02/1999 00:00:00
152;"2466 Clearland Circle";null;"Edmonds";79;"98020";0x94AD9414FEC1284AAD63A59370718785;23/01/2000 00:00:00
153;"9277 Country View Lane";null;"Edmonds";79;"98020";0xBEA77D7D80B81D4188D2521B5CCF8D25;26/02/1998 00:00:00
154;"5423 Champion Rd.";null;"Edmonds";79;"98020";0x53295B2EE0BE6845A6F05AB41ABBCF63;25/01/1999 00:00:00
155;"2046 Las Palmas";null;"Edmonds";79;"98020";0x01FB006F1A94AC48852B363829C2451B;23/02/1999 00:00:00
156;"8684 Military East";null;"Bellevue";79;"98004";0x4D86515A50A2EC4F8FB5CEBE85C124B7;27/12/1998 00:00:00
157;"7270 Pepper Way";null;"Bellevue";79;"98004";0x82CA0BCCC9AE7A4CBB9F14F6DB055C62;29/12/1998 00:00:00
158;"6058 Hill Street";"# 4";"Bellevue";79;"98004";0x1D83CFCADD222B4EA377E11A89D2D526;19/01/2000 00:00:00
159;"1648 Eastgate Lane";null;"Bellevue";79;"98004";0x4B3CDBFB9675254DB9A80C935C1781E2;01/03/1999 00:00:00
160;"3454 Bel Air Drive";null;"Bellevue";79;"98004";0xE94AC1F5CFEDE4499E4D8F24731C64AA;31/01/1999 00:00:00
161;"3067 Maya";null;"Bellevue";79;"98004";0x3E8A62FE04E5EE49A5569634C06CC432;26/02/2000 00:00:00
162;"3197 Thornhill Place";null;"Bellevue";79;"98004";0xA25EF6C2D23B3E4A9752CE92BAB74BD7;23/01/1999 00:00:00
163;"3919 Pinto Road";null;"Bellevue";79;"98004";0xA38376035623B342BB38BC14CB9DED9C;18/03/1999 00:00:00
164;"7396 Stratton Circle";null;"Bellevue";79;"98004";0x9860187252A6F84D91D19CFE115FFB7A;18/02/2000 00:00:00
165;"9745 Bonita Ct.";null;"Bellevue";79;"98004";0xFDFDF47C094B6644A3D384EC32ED4163;05/03/1999 00:00:00
166;"3670 All Ways Drive";null;"Bellevue";79;"98004";0xF30E2789E486E941B3D386149F08CF05;26/12/1998 00:00:00
167;"7221 Peachwillow Street";null;"Bellevue";79;"98004";0x914B0229E4F4B14081BE7F2B23A24FF5;28/03/2000 00:00:00
168;"1343 Prospect St";null;"Bellevue";79;"98004";0x17366D389D76D140AB18301E4E40B920;11/02/1999 00:00:00
169;"6448 Castle Court";null;"Bellevue";79;"98004";0x0AC4B61BDF9F9E4CAC1F8E0F2DF2414A;27/12/1998 00:00:00
170;"7902 Grammercy Lane";"Unit A";"Bellevue";79;"98004";0x5C74445C1AD1114FB9BC345D4E064780;05/01/2000 00:00:00
171;"8668 Via Neruda";null;"Bellevue";79;"98004";0x4A334FF8E919444A952EA857D027E9C6;27/03/1999 00:00:00
172;"4777 Rockne Drive";null;"Bellevue";79;"98004";0xBDF6DAFF4AC882409A707F0CC6FBBE82;25/02/1999 00:00:00
173;"620 Woodside Ct.";null;"Bellevue";79;"98004";0x5E2E17B695CD384B8AA6F826A6EEF24C;18/01/2001 00:00:00
174;"6307 Greenbelt Way";null;"Bellevue";79;"98004";0x84D1E00A75CBCE42AB20C2FC57DB45B5;10/03/2001 00:00:00
175;"3284 S. Blank Avenue";null;"Bellevue";79;"98004";0xB16430C2FBCFD641ABA5BAFA076C70C7;19/01/1999 00:00:00
176;"8751 Norse Drive";null;"Bellevue";79;"98004";0x77E813A3D4EB8C4A8F0AED20A645A6ED;29/01/2000 00:00:00
177;"6968 Wren Ave.";null;"Bellevue";79;"98004";0xE3FDD9D304C72641BA36377AEDF42FBB;13/03/1999 00:00:00
178;"4311 Clay Rd";null;"Bellevue";79;"98004";0xBC6E4F465161E147AC7924B705342D51;31/12/1998 00:00:00
179;"771 Northridge Drive";"# 495";"Bellevue";79;"98004";0xF3455633D5B5964BBAC122267CDDF8D2;09/07/2002 00:00:00
180;"2947 Vine Lane";null;"Bellevue";79;"98004";0xDAD235763FADF847AFE06A5A25127D03;25/02/2000 00:00:00
181;"9320 Teakwood Dr.";null;"Bellevue";79;"98004";0x313C15787B9B4B419A6851E892FB993C;08/02/1999 00:00:00
182;"3711 Rollingwood Dr";null;"Bellevue";79;"98004";0x56FB0096A713D14081FCCBE8DF0BB498;16/03/1999 00:00:00
183;"6118 Grasswood Circle";null;"Bellevue";79;"98004";0x5872BDD9D0D90C42B0C9B55A7EF46B8C;11/01/2000 00:00:00
184;"5678 Clear Court";null;"Bellevue";79;"98004";0xA0A1786B2158E143AE51547AD9B4C996;13/03/1999 00:00:00
185;"2681 Eagle Peak";null;"Bellevue";79;"98004";0x42F4CC7B6822CC46847214C44C14E98C;01/09/2002 00:00:00
186;"332 Laguna Niguel";null;"Bellevue";79;"98004";0x1CB115892D8AEE44B2A97C6982739BFE;18/01/1999 00:00:00
187;"7808 Brown St.";null;"Bellevue";79;"98004";0x452FCD1CEE1B784FBA59A6F969C7DA71;10/02/1999 00:00:00
188;"6774 Bonanza";null;"Bellevue";79;"98004";0xCC0C770064E215419E0CD31734F70360;01/02/1999 00:00:00
189;"3708 Montana";null;"Bellevue";79;"98004";0xFCA481A03C9CE74CA27F94830FFF15E5;21/01/1999 00:00:00
190;"9435 Breck Court";null;"Bellevue";79;"98004";0xAF4C97EBE9852444BF5E637C0942EF04;30/01/1998 00:00:00
191;"6951 Harmony Way";null;"Sammamish";79;"98074";0x5922A31DADEF85448F648B9B444CB3A4;31/01/2001 00:00:00
192;"6871 Thornwood Dr.";null;"Sammamish";79;"98074";0x6F14B7A2A222154F875B4484A5473673;26/03/1999 00:00:00
193;"9104 Mt. Sequoia Ct.";null;"Sammamish";79;"98074";0x9C004C9506F5BA42AC97A0F98B9E31B7;08/01/1999 00:00:00
194;"2095 Sierra Drive";null;"Sammamish";79;"98074";0xABA31228AA3E9848A17636B6C5953D1C;15/11/2003 00:00:00
195;"4444 Pepper Way";null;"Sammamish";79;"98074";0xB663D55F4993A44A813B72D96714EC7D;31/03/1999 00:00:00
196;"4525 Benedict Ct.";null;"Sammamish";79;"98074";0xAB202AD534B10542B5E225B700BB5722;19/01/1999 00:00:00
197;"7820 Bird Drive";null;"Sammamish";79;"98074";0x7BD1D970403AED43B4D1C9A52A8F44ED;27/01/1999 00:00:00
198;"1962 Ferndale Lane";null;"Sammamish";79;"98074";0x682990CF874C92448C3BBF12F42DEF75;20/02/1999 00:00:00
199;"5263 Etcheverry Dr";null;"Sammamish";79;"98074";0xDE01C70178BA2C4BBC7E2CF8922C7771;28/12/1999 00:00:00
200;"2473 Orchard Way";null;"Sammamish";79;"98074";0xA94F1B6D005D814495610AEA008915F7;10/02/1999 00:00:00
201;"6202 Seeno St.";null;"Sammamish";79;"98074";0x0D252BADD95DA44BAC598CE487D4A77F;07/10/2003 00:00:00
202;"4096 San Remo";null;"Sammamish";79;"98074";0x496C4A49A73E3D4ABFF8F727F565E393;22/01/1999 00:00:00
203;"7086 O St.";null;"Sammamish";79;"98074";0x6020275AB3CD4A4DBE2FAF143F4E72D4;31/01/2000 00:00:00
204;"4310 Kenston Dr.";null;"Sammamish";79;"98074";0x0559587E9139BF428C511F0E40F48D28;11/02/2000 00:00:00
205;"7939 Bayview Court";null;"Sammamish";79;"98074";0x73BD7CA4A5365140BD6465E93630E6DF;15/02/1999 00:00:00
206;"6097 Mt. McKinley Ct.";null;"Redmond";79;"98052";0xCADF4F115A279B4BA51E6EDD038644D3;27/10/2003 00:00:00
207;"3066 Wallace Dr.";null;"Redmond";79;"98052";0xC7797F57E43C9D40BAF4043B14389780;23/03/1999 00:00:00
208;"9006 Woodside Way";null;"Redmond";79;"98052";0x57400982A1242C48ADCAB44D40C1483A;22/04/1998 00:00:00
209;"9906 Oak Grove Road";null;"Redmond";79;"98052";0x2AF09C8D8AA8F44AAD3A219AE0DE0539;03/03/2001 00:00:00
